numero-experimentation,type-experimentation,site-essai,systeme-essai,lot-cellules,passage,stress,temps-traitement,genes-analyses,proteine-correspondante,proteines-analysees,gene-correspondant,projet,nom-item,numero-item,type-echantillon,nom-r-et-d,nom-commercial,reference-produit,pourcentage-produit,genre,espece,fold-change,augmentation-diminution,notation
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ANKRD1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,53",53 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TUBB3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,38",38 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SNX27,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,39",39 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SAMD9,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CEP104,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DHX30,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,41",41 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TTC28,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,66",66 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TNC,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,54",54 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF853,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,38",38 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ABI3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GLIS3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,HSPA4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DOCK5,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,42",42 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CTRB2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FFAR4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,APP,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"2,14",114 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,VLDLR,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,48",48 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MX1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,77",77 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,VWA5A,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,LDHC,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PRM2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,H2BC3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CNNM1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,39",39 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PTBP3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,38",38 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ASCC3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PICALM,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"2,31",131 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,OR10P1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,49",49 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,REEP3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,71",71 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MBTPS2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,83",83 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FAM20C,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,41",41 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CDCA7L,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,68",68 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ADAMTSL5,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TSPAN15,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,49",49 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ACP7,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,58",58 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,BAG4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,WHAMM,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MXRA8,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,KLF7,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,41",41 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NR2C1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,42",42 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MAPT,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"2,3",130 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GP1BA,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,46",46 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GTF2I,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,5",50 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MACF1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,59",59 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CDH4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DLGAP4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,61",61 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,LRRN2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MMEL1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SAMD11,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,46",46 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NRP2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CCDC15,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GTF3C4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,53",53 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SSBP4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NPY,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,42",42 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,EPS8L3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,AMOTL1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CDC14C,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TMEM132B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,HNRNPA2B1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,63",63 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DNAJC3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,49",49 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RAVER1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,42",42 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,STXBP5L,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FNTB,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,HPD,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,4",40 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TFF2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CCDC103,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SLC46A3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,EN1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,51",51 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ANGEL2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,45",45 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MARCHF7,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,51",51 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TVP23C-CDRT4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,39",39 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ADGRF3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,42",42 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NUTM2B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,42",42 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,BTRC,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MORN1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,46",46 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,VMP1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SPRR2D,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CCDC71,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,55",55 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,EDIL3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,47",47 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ATP2B4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,61",61 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TBX2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SPTBN5,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SRI,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"2,09",109 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GRIN2C,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DNAJC13,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SCYL2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RASSF9,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SECISBP2L,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,57",57 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TMEM65,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"2,19",119 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,WHRN,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,39",39 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,UNC119B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,4",40 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,APOF,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PRAF2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SERPINA6,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,42",42 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FARP1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,62",62 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,LACC1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,55",55 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ARNT,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,66",66 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CLLU1OS,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,58",58 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,STRIP1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,55",55 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FRMD1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NADK2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,66",66 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,VSIG10,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PROP1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SNAI1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,54",54 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,LIM2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DNAH2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,4",40 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GALNT10,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,56",56 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DUSP18,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,82",82 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FERMT2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,58",58 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GSE1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,54",54 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,AP1S1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,56",56 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ANGPTL4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,69",69 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF429,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TMED7-TICAM2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
