numero-experimentation,type-experimentation,site-essai,systeme-essai,lot-cellules,passage,stress,temps-traitement,genes-analyses,proteine-correspondante,proteines-analysees,gene-correspondant,projet,nom-item,numero-item,type-echantillon,nom-r-et-d,nom-commercial,reference-produit,pourcentage-produit,genre,espece,fold-change,augmentation-diminution,notation
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZDHHC20,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,81",81 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,R3HDM4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,55",55 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SCN9A,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,49",49 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CTDSP1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,48",48 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FOXB2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,41",41 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TBC1D31,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,52",52 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FGFR3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,48",48 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,KLK6,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SORCS2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,72",72 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NOBOX,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZMAT4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ITPK1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TTC17,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CCDC6,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,45",45 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CHRM5,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MAP2K3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,49",49 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GPSM3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,57",57 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF687,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,51",51 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ARHGAP23,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"2,08",108 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PDPR,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,61",61 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MAPRE1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RAB1B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"3,05",205 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF480,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TMTC2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,IFNLR1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FAM83G,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,61",61 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PPP1R9B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,52",52 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF160,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DTNA,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PCDHGA2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GULP1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,53",53 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,LRRC69,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CD7,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,41",41 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NUS1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,53",53 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RBM26,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,UBE2NL,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SYNE1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,KAT6B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PTP4A1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"2,52",152 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF56,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ROCK1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,69",69 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZBTB20,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,48",48 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,KRTAP13-4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CRY2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZMYND15,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,4",40 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZFYVE9,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,COQ10B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,WNK1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,39",39 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TNS1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,44",44 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,IFITM1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RANBP2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,84",84 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ACSM2B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,BAD,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,COL12A1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,57",57 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RPS6KB1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,75",75 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FAM160B1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,AMFR,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TCF7L2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,72",72 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,KDM2A,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,68",68 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NRBF2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MAZ,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,48",48 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,KMO,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NEK10,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,45",45 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,UBE2V1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GTF2H3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ELK3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,41",41 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CSRNP1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,48",48 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,TIRAP,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,38",38 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,STAC3,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,54",54 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ROBO1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,6",60 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,BROX,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,45",45 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FAM89B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ALDH1L2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,66",66 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CENPF,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,44",44 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MPZL1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MSL1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,64",64 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,LTK,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,52",52 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CPT1A,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,58",58 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DENND1A,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,73",73 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ARL9,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,3",30 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,OLA1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MOB1A,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,89",89 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SLC27A1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,61",61 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SMARCA2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,49",49 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PPY,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,43",43 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MINPP1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,EPB41L2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,42",42 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,STAG1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NM_001242901,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,33",33 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PDK4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MTCL1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GATAD2B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,54",54 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,ZNF141,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SEPTIN9,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,71",71 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,STEAP2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NPIPA2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,49",49 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,BTBD8,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,36",36 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FAM91A1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,73",73 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,STK17B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PPP1R3F,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,45",45 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NNT,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,FAM210B,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,31",31 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DGKH,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,46",46 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,DOCK2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,37",37 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,CHRNB4,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,67",67 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,C1RL,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,46",46 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,NKX2-6,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,SLC8A1,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,43",43 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GPR88,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,32",32 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,RANBP9,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,35",35 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,PMCH,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,34",34 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,GALNT5,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,47",47 %,
20-SCR-06,SCR,CODIF INTERNATIONAL,NHDF,F008120,R8,Pas de stress,24h,MMRN2,,,,P19-17,Huile de blé noir,I19-104,substance principale,,HUILE DE BLE NOIR,ALGxxx,"0,02 %",,,"1,39",39 %,
